1,Avengers: Endgame / Vengadores 4,Tras los sucesos de Vengadores: Infinity War los superhéroes que sobrevivieron a Thanos se reunen para poner en práctica un plan definitivo que podría acabar con el villano definitivamente. No saben si funcionará pero es su única oportunidad de intentarlo. Cuarta entrega de la saga Vengadores",https://cnet1.cbsistatic.com/img/l-xJp5JmvfZUGTVlfJ7O-wVVRTI=/940x0/2019/03/14/70b49c1d-0d3b-4b75-9225-b898b83cdc9a/avengers-endgame-poster-og-social-crop.jpg,avengersendgame,100,accion
2,Sonic: La pelicula,Sonic el famoso erizo azul de SEGA vivirá su primera aventura en la pantalla grande. En esta adaptación cinematográfica basada en la conocida saga de videojuegos podremos ver a los personajes icónicos de la franquicia. Su protagonista será Sonic el erizo con la habilidad de correr a la velocidad del sonido y que junto con sus amigos el zorro Tails y el equidna Knuckles combaten con el malvado Doctor Eggman que siempre está tratando de dominar el mundo y apoderarse de las esmeraldas del caos.,https://as01.epimg.net/meristation/imagenes/2020/02/13/noticias/1581570253_649770_1581570368_portada_normal.jpg,soniclapelicula,150,accion
3,Parasite,anto Gi Taek (Song Kang Ho) como su familia están sin trabajo. Cuando su hijo mayor Gi Woo (Choi Woo Shik) empieza a recibir clases particulares en casa de Park (Lee Sun Gyun) las dos familias que tienen mucho en común pese a pertenecer a dos mundos totalmente distintos comienzan una interrelación de resultados impresivibles.,https://bookandfilmglobe.com/wp-content/uploads/2019/10/Parasite-1280x533.jpg,parasite,200,accion
4,S.W.A.T.,Una Unidad de Fuerzas Especiales ha organizado una serie de ejercicios de combate para seleccionar a los candidatos que van a representar a China en una competición internacional. Hasta que un día reciben una misión secreta.,https://1.bp.blogspot.com/-ffFtGSqUArQ/XxBjPvR5DcI/AAAAAAAAERs/BgZGDyYEYt8DVH13-J1yGBlHy_uZd_CGgCLcBGAsYHQ/s1600/142640.57599544_1000x1000.jpg,swat,125,accion
